OTU_IDs	ZINB_Coeff	ZINB_pval	ZINB_qval	NB_Coeff	NB_pval	NB_qval	High_minus_Low_mean	ttest_pval	ttest_qval	Shapiro_Wilk_Normality_pvalue	taxonomy
OTU_74	NA	NA	NA	0.752717491607334	0.210435899375811	0.353104305732293	546.395224229037	0.534968686826472	0.770640100910972	1.91966540497787e-20	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Brevibacteriaceae: g__Brevibacterium: s__paucivorans
OTU_26	NA	NA	NA	1.68567592816429	0.0311365638292169	0.100484123729739	-2324.90364184357	0.181754963494975	0.681607236662688	1.91109650797003e-21	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Ruminococcaceae: g__Faecalibacterium: s__prausnitzii
OTU_40317	NA	NA	NA	1.4401050743444	0.0732520834955317	0.179060648544633	-465.344988877234	0.142925716146585	0.681607236662688	8.32806571697464e-18	k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__
OTU_759	NA	NA	NA	0.753217619944185	0.30403056718883	0.461789208430122	25.7114789286856	0.525191056547894	0.770640100910972	1.6228349436974e-21	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Paenibacillaceae: g__: s__
OTU_43333	NA	NA	NA	0.668497339521486	0.0992007558044253	0.220693816284002	5596.27461908883	0.427382408253691	0.731789709989485	1.1181067990786e-20	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__aureus
OTU_45227	NA	NA	NA	1.77424139344096	0.0126372042662827	0.0521284675984161	-208.907719794021	0.0596086436487145	0.681607236662688	1.69832419461362e-19	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__
OTU_3735	NA	NA	NA	0.422031183221583	4.38099162273904e-06	5.42147713313956e-05	1271.98592637274	0.12986153358218	0.681607236662688	2.20550519195128e-22	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas: s__viridiflava
OTU_18	NA	NA	NA	3.73144462693402	1.0923966897974e-06	1.54496103271347e-05	-5510.03644280989	0.226097354816731	0.681607236662688	6.80419018610655e-25	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__: s__
OTU_89	NA	NA	NA	0.836977281180547	0.46827219699402	0.614025794733881	247.58805235975	0.704051148429596	0.861132663130414	6.63855257499296e-21	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Carnobacteriaceae: g__Desemzia: s__
OTU_161	NA	NA	NA	0.930555824341047	0.693039942741993	0.800974785203897	26.1974557578617	0.826851754746062	0.919756446290563	1.16964700995657e-17	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__: g__: s__
OTU_1721	NA	NA	NA	1.4159028455947	0.0700156421276043	0.17672440913634	-1817.70861418878	0.18449069318326	0.681607236662688	2.92754411941973e-20	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__sciuri
OTU_5128	NA	NA	NA	0.647884713055639	0.158247433623162	0.30847528650911	21.2314110641808	0.463369753782255	0.744614464566727	2.06157322543911e-21	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__Morganella: s__
OTU_16	NA	NA	NA	0.740148898103792	0.277578910970988	0.436195431525838	7104.38428947622	0.707351598876374	0.861132663130414	7.97938617641455e-24	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__
OTU_65	NA	NA	NA	8.61731630464108	3.79044429271946e-11	1.50101593991691e-09	-7628.29442996251	0.214013298152837	0.681607236662688	4.16759823519493e-25	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Lactobacillaceae: g__Lactobacillus: s__
OTU_22047	NA	NA	NA	0.921667701477299	0.709816080281024	0.804859300956673	3.06643218105106	0.753543740189846	0.898805184081864	5.79320299619276e-17	k__Bacteria: p__Actinobacteria: c__Thermoleophilia: o__Solirubrobacterales: f__Patulibacteraceae: g__: s__
OTU_76	NA	NA	NA	2.53867465785001	0.0185615530152213	0.0706766826348811	-2003.6601068928	0.13658643251046	0.681607236662688	3.35928277742454e-22	k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Prevotellaceae: g__Prevotella: s__
OTU_20	NA	NA	NA	1.14863897534278	0.439110708507731	0.598239771234116	-606.302607392713	0.583321239650695	0.785697996264201	7.34312237688269e-16	k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__[Tissierellaceae]: g__Finegoldia: s__
OTU_267	NA	NA	NA	1.17217321064128	0.29651560033584	0.455116967957336	-52.6901315260054	0.351895424638709	0.696752940784644	9.71099308511104e-14	k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Cytophagaceae: g__Hymenobacter: s__
OTU_191	NA	NA	NA	0.851330093983429	0.461001825675808	0.609102898764932	73.6058128314521	0.543237787653898	0.770640100910972	4.13892634261671e-15	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Leptotrichiaceae: g__Leptotrichia: s__
OTU_15259	NA	NA	NA	1.48746589133387	0.0527750115038787	0.147175384193915	-493.219992553963	0.153190774720939	0.681607236662688	1.4437703772619e-20	k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Neisseriales: f__Neisseriaceae: g__Neisseria: s__
OTU_13	NA	NA	NA	1.23303936726252	0.209256176096528	0.353104305732293	-1766.25395129665	0.239230539616783	0.681607236662688	1.5925349786389e-14	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pasteurellales: f__Pasteurellaceae: g__Haemophilus
OTU_4	NA	NA	NA	1.14081605323393	0.4348344713369	0.597897398088237	-5610.49969765425	0.516299421324256	0.770640100910972	5.24249580212523e-15	k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__
OTU_30	NA	NA	NA	0.774013710626513	0.269977875638851	0.42764495501194	2053.79843504282	0.522970184463487	0.770640100910972	2.29746760011743e-20	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Xanthomonadales: f__Xanthomonadaceae: g__: s__
OTU_6	NA	NA	NA	0.723909411408765	0.173798907569321	0.328026707631104	17137.5269345239	0.45727748225193	0.744614464566727	2.98685831969846e-21	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__
OTU_134	NA	NA	NA	0.691611134890162	0.105065149588987	0.231143329095771	364.468615510947	0.602900604140335	0.798983451356105	6.73763085250464e-23	k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Leptotrichiaceae: g__Leptotrichia: s__
OTU_5691	NA	NA	NA	1.67209270775028	0.0218599581714332	0.0786958494171595	-2328.75282799596	0.0745559314294096	0.681607236662688	8.50891028595053e-19	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__
OTU_114	NA	NA	NA	0.84938771341662	0.305527203557303	0.461789208430122	307.816597021649	0.41347990275871	0.72815587347038	3.68836952361916e-17	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Microbacteriaceae: g__Curtobacterium: s__
OTU_41753	NA	NA	NA	0.463805801845233	0.000451433746810658	0.00357535527474041	52.5291514401835	0.0952020661449517	0.681607236662688	1.90354282796459e-20	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Rhizobiaceae: g__Agrobacterium: s__
OTU_197	NA	NA	NA	0.900566075655486	0.642887230403416	0.771464676484099	94.3683263780638	0.789154493370328	0.901202719778556	2.13547069442729e-20	k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Bacillaceae: g__Bacillus: s__
OTU_28	NA	NA	NA	0.726453185188971	0.115360861843671	0.242994155798371	2001.0618110292	0.320227691969081	0.681607236662688	2.20688335905825e-17	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Corynebacteriaceae: g__Corynebacterium: s__
OTU_41490	NA	NA	NA	0.430313814414247	0.00202823729093621	0.0129545478582377	8683.77229907931	0.445395762265856	0.734903007738662	2.13558460685347e-24	k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__johnsonii
OTU_34504	NA	NA	NA	0.864792923542505	0.417113474636119	0.577541734111549	9.84258464491543	0.530866140433281	0.770640100910972	1.94219657028528e-17	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Sphingomonadales: f__Sphingomonadaceae: g__Kaistobacter: s__
OTU_49	NA	NA	NA	1.58006257593084	0.044056565111914	0.132169695335742	-970.683235001117	0.172797572749761	0.681607236662688	7.35691284745463e-21	k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Caulobacterales: f__Caulobacteraceae: g__Brevundimonas: s__diminuta
OTU_28490	NA	NA	NA	1.51980579465236	0.0314647256123425	0.100484123729739	-234.646909512702	0.0857515490896933	0.681607236662688	1.85405575897551e-16	k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Micrococcaceae: g__Rothia: s__mucilaginosa
